training_id,query,dataset,agent,expected_answer,predicted_answer,is_correct,tokens_input,tokens_output,total_tokens,latency_sec,cost_usd,cost_normalized,is_failed
train_0640,"What actress starred in ""The Office"" as receptionist Erin Hannon for the final five seasons and played the title character on the Netflix original series ""Unbreakable Kimmy Schmidt""?",hotpot,debate,Elizabeth Claire Kemper,Ellie Kemper,0,330,353,683,11.029892249993281,0.00026129999999999995,0.12604008393025104,0
train_0640,"What actress starred in ""The Office"" as receptionist Erin Hannon for the final five seasons and played the title character on the Netflix original series ""Unbreakable Kimmy Schmidt""?",hotpot,react,Elizabeth Claire Kemper,Ellie Kemper,0,3679,75,3754,8.433445375005249,0.00059685,0.28789523189349536,0
train_0640,"What actress starred in ""The Office"" as receptionist Erin Hannon for the final five seasons and played the title character on the Netflix original series ""Unbreakable Kimmy Schmidt""?",hotpot,multiagent,Elizabeth Claire Kemper,Ellie Kemper,0,11581,560,12141,25.26951770701271,0.00207315,1.0,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,raw,South African,South Africa,1,96,19,115,0.8289504580025095,2.5799999999999997e-05,0.014145900156262851,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,cot,South African,United Kingdom and South Africa,0,115,85,200,2.366816749999998,6.825e-05,0.03742084052964883,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,self_consistency,South African,no,0,720,933,1653,4.663714791997336,0.0006677999999999999,0.36614853195164077,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,debate,South African,South Africa,1,284,247,531,5.141665207993356,0.00019079999999999998,0.10461386627189737,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,react,South African,United Kingdom and South Africa,0,3016,140,3156,6.06423870800063,0.0005364,0.2941031334813719,0
train_0641,Both John Frost and Adolph Malan were from which country?,hotpot,multiagent,South African,South Africa,1,10335,456,10791,60.39873979201366,0.0018238499999999997,1.0,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,raw,yes,yes,1,95,18,113,1.407459416994243,2.5049999999999996e-05,0.01819568533449553,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,cot,yes,yes,1,114,85,199,1.9382045420061331,6.809999999999999e-05,0.049466114621921985,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,self_consistency,yes,yes,1,715,946,1661,5.401761957997223,0.0006748500000000001,0.4901939420353019,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,debate,yes,yes,1,282,262,544,7.859540457997355,0.0001995,0.14491174547831773,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,react,yes,yes,1,3325,67,3392,6.192961083012051,0.0005389500000000001,0.3914796251906735,0
train_0642,Were Jonathan Lynn and Ettore Scola both film directors?,hotpot,multiagent,yes,yes,1,7758,355,8113,17.802657580003142,0.0013766999999999998,1.0,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,raw,yes,yes,1,96,18,114,0.8548306250013411,2.5199999999999996e-05,0.023948681397006417,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,cot,yes,yes,1,115,85,200,1.8098866669897689,6.825e-05,0.0648610121168924,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,self_consistency,yes,yes,1,720,927,1647,5.287370124991867,0.0006642,0.6312188168210977,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,debate,yes,yes,1,284,359,643,8.622121291991789,0.000258,0.24518888096935143,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,react,yes,yes,1,3071,66,3137,4.808568374995957,0.00050025,0.4754098360655739,0
train_0643,"Babyface and Tony Kakko, are in the music industry?",hotpot,multiagent,yes,yes,1,5651,341,5992,13.771935917015071,0.0010522499999999998,1.0,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,raw,no,yes,0,109,18,127,1.1460698330047308,2.715e-05,0.018704143846233336,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,cot,no,yes,0,128,86,214,2.2857487910077907,7.08e-05,0.048775446936033896,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,self_consistency,no,yes,0,785,1005,1790,4.599224332996528,0.0007207499999999999,0.4965381833212772,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,debate,no,yes,0,310,428,738,7.244088290986838,0.0003033,0.20894905445902656,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,react,no,no,1,2909,77,2986,5.605704874993535,0.00048254999999999994,0.3324377389686886,0
train_0644,Has František Čermák and Horia Tecău both reached the top ten ranking in tennis doubles? ,hotpot,multiagent,no,no,1,7821,464,8285,28.791063625991228,0.00145155,1.0,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,raw,women,female,0,96,18,114,0.854968874991755,2.5199999999999996e-05,0.019681349578256794,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,cot,women,women in the LGBTQ+ community,0,115,102,217,3.6631302909954684,7.844999999999998e-05,0.06126991565135894,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,self_consistency,women,female,0,720,899,1619,4.2256594999926165,0.0006474,0.5056232427366448,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,debate,women,women,1,284,406,690,11.551491042002453,0.00028619999999999996,0.22352389878163073,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,react,women,"Claudia targets Polish women aged 20-45, while Velvetpark targets lesbians and queer-identified women.",0,3333,110,3443,11.216196042005322,0.0005659500000000001,0.4420103092783506,0
train_0645,Who is the general gender audience target of Claudia and Velvetpark,hotpot,multiagent,women,women,1,6652,471,7123,25.330535875997157,0.0012804,1.0,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,raw,Marcus Dupree,"September 9, 1990",0,131,24,155,1.118461958001717,3.4049999999999994e-05,0.03007419183889772,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,cot,Marcus Dupree,"September 9, 1990",0,150,106,256,2.667875915998593,8.609999999999999e-05,0.07604663487016429,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,self_consistency,Marcus Dupree,"September 9, 1990",0,895,1004,1899,6.560590124994633,0.0007366499999999999,0.6506359300476948,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,debate,Marcus Dupree,"October 14, 1990",0,964,455,1419,10.044487999999546,0.0004176,0.36883942766295713,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,react,Marcus Dupree,"November 11, 1990",0,3065,137,3202,6.223194582998985,0.00054195,0.47866984631690523,0
train_0646,"The 1990 Los Angeles Rams season was the team's 53rd year with the National Football League and the 45th season in Los Angeles, on which date, did Marcus Dupree made his NFL debut against the New York Giants?",hotpot,multiagent,Marcus Dupree,"November 11, 1990",0,6112,359,6471,14.412803250001161,0.0011321999999999999,1.0,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,raw,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,102,20,122,0.8580205839971313,2.7299999999999996e-05,0.010843660629170637,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,cot,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,120,77,197,2.337630915993941,6.419999999999999e-05,0.025500476644423255,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,self_consistency,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,745,832,1577,4.353940749992034,0.00061095,0.24267159199237368,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,debate,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,294,309,603,4.641144416993484,0.0002295,0.0911582459485224,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,react,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,6406,92,6498,12.348946583995712,0.0010161,0.4035986653956149,0
train_0647,"What United States Air Force general officer did Sam Shepard play as in ""The Right Stuff""?",hotpot,multiagent,"Charles Elwood ""Chuck"" Yeager",Chuck Yeager,1,14612,543,15155,31.22078120795777,0.0025176,1.0,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,raw,Moment,Moment,1,93,18,111,0.9051530420110794,2.475e-05,0.01758686847154125,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,cot,Moment,Moment,1,112,63,175,2.1235455830028513,5.459999999999999e-05,0.03879769771903645,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,self_consistency,Moment,Moment,1,705,589,1294,3.801570666997577,0.00045915,0.3262630569175016,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,debate,Moment,Moment,1,278,166,444,4.529215292001027,0.0001413,0.10040503091025367,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,react,Moment,Moment,1,3039,80,3119,5.853295792010613,0.0005038499999999999,0.3580260072479215,0
train_0648,"Which magazine was published first, Moment or Optimize?",hotpot,multiagent,Moment,Moment,1,7790,398,8188,17.29865875201358,0.0014073,1.0,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,raw,Robb Report,Robb Report,1,103,20,123,1.056954499988933,2.745e-05,0.02339256039882398,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,cot,Robb Report,Robb Report,1,122,107,229,4.818426249999902,8.25e-05,0.07030550939537263,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,self_consistency,Robb Report,Robb Report,1,755,932,1687,7.761614708986599,0.0006724499999999999,0.5730538156717371,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,debate,Robb Report,Robb Report,1,298,284,582,6.9186285409959964,0.0002151,0.18330563722357152,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,react,Robb Report,Robb Report,1,3142,70,3212,6.008823291005683,0.0005133,0.4374280966381184,0
train_0649,Which publication out of The Brown Spectator and Robb Report is aimed at a wealthier audience?,hotpot,multiagent,Robb Report,Robb Report,1,6467,339,6806,14.527836375957122,0.00117345,1.0,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,raw,Raoul Walsh,George Cukor,0,110,21,131,1.4684844169969438,2.9100000000000003e-05,0.02066247736713175,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,cot,Raoul Walsh,George Archainbaud,0,129,80,209,1.9309837499895366,6.735e-05,0.047821919267227606,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,self_consistency,Raoul Walsh,Frank Tuttle,0,790,924,1714,6.460416000001715,0.0006728999999999999,0.477793162211098,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,debate,Raoul Walsh,John P. McCarthy,0,853,405,1258,8.798726957989857,0.00037095,0.26339333262328257,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,react,Raoul Walsh,Raoul Walsh,1,2955,68,3023,5.031060624998645,0.00048405000000000003,0.3437000745553307,0
train_0650,Who was the director of Spendthrift an American Paramount Pictures romance film starring Henry Fonda who was an American film and stage actor?,hotpot,multiagent,Raoul Walsh,Raoul Walsh,1,7729,415,8144,23.6083429580176,0.00140835,1.0,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,raw,Chico Municipal Airport,Cherry Capital Airport,0,107,20,127,0.9495464170031482,2.805e-05,0.015623694544239284,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,cot,Chico Municipal Airport,Cherry Capital Airport,0,126,80,206,1.8876285839942284,6.69e-05,0.037262929233854124,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,self_consistency,Chico Municipal Airport,Cherry Capital Airport,0,775,1136,1911,8.828027499999735,0.0007978499999999999,0.44439802823961894,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,debate,Chico Municipal Airport,Cherry Capital Airport,0,815,374,1189,9.585906874999637,0.00034665,0.1930821288328181,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,react,Chico Municipal Airport,Chico Regional Airport,1,6162,95,6257,12.048604333002004,0.0009813,0.5465786615423177,0
train_0651,Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,hotpot,multiagent,Chico Municipal Airport,Cherry Capital Airport,0,10053,479,10532,24.8223335849907,0.00179535,1.0,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,raw,Colin O'Donoghue,Colin O'Donoghue,1,130,24,154,1.0124016670015408,3.39e-05,0.01331683460020034,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,cot,Colin O'Donoghue,Colin O'Donoghue,1,148,131,279,2.91005008299544,0.0001008,0.03959695951917978,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,self_consistency,Colin O'Donoghue,Colin O'Donoghue,1,885,978,1863,7.169652708005742,0.00071955,0.2826586529962878,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,debate,Colin O'Donoghue,Colin O'Donoghue,1,350,334,684,7.670028958003968,0.0002529,0.0993459430793707,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,react,Colin O'Donoghue,Colin O'Donoghue,1,5877,100,5977,10.285437457991065,0.00094155,0.36986624241352895,0
train_0652,"Carrie Pilby is a 2016 American comedy film directed by Susan Johnson, the film stars which Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time""?",hotpot,multiagent,Colin O'Donoghue,Colin O'Donoghue,1,14263,677,14940,39.43432112700248,0.00254565,1.0,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,raw,"Mathangi ""Maya"" Arulpragasam",M.I.A.,0,141,20,161,0.8828572920028819,3.315e-05,0.012236310281822711,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,cot,"Mathangi ""Maya"" Arulpragasam",M.I.A.,0,160,91,251,2.310628874998656,7.86e-05,0.029012789989480096,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,self_consistency,"Mathangi ""Maya"" Arulpragasam",M.I.A.,0,945,1048,1993,4.82324924999557,0.00077055,0.284425004152594,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,debate,"Mathangi ""Maya"" Arulpragasam",M.I.A.,0,374,487,861,10.674624874998699,0.0003483,0.12856430983887934,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,react,"Mathangi ""Maya"" Arulpragasam",Michael Jackson,0,3661,75,3736,18.700375083004474,0.00059415,0.21931233043574552,0
train_0653,"Who's compositions combine elements of alternative, dance, electronic, hip hop and world music who's second studio album features musical styles including dance music and makes extensive use of South Asian music such as that of the urumee, a drum used in gaana music native to Tamil Nadu, India?",hotpot,multiagent,"Mathangi ""Maya"" Arulpragasam",M.I.A.,0,15489,643,16132,36.98384158599947,0.00270915,1.0,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,raw,David Roger Johansen,David Johansen,1,95,20,115,0.8021265830029733,2.625e-05,0.012177301509985389,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,cot,David Roger Johansen,David Johansen,1,114,77,191,2.72148708300665,6.33e-05,0.029364692784079046,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,self_consistency,David Roger Johansen,David Johansen,1,715,706,1421,4.610189958999399,0.00053085,0.2462598288219331,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,debate,David Roger Johansen,David Johansen,1,282,371,653,9.324262832989916,0.0002649,0.12288636838076683,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,react,David Roger Johansen,David Johansen,1,5507,83,5590,8.362439374992391,0.00087585,0.4063043629531696,0
train_0654,"Who was born first, Bada or David Johansen?",hotpot,multiagent,David Roger Johansen,David Johansen,1,12395,494,12889,23.094286960025784,0.00215565,1.0,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,raw,2007,2012,0,99,19,118,0.9649446249968605,2.625e-05,0.008377213977979896,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,cot,2007,2010,0,118,99,217,1.5442318340064958,7.709999999999999e-05,0.02460507419818095,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,self_consistency,2007,"April 12, 2011",0,735,1092,1827,5.6000346670043655,0.00076545,0.24427955959789377,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,debate,2007,"October 28, 2008",0,743,330,1073,10.77844029100379,0.00030945,0.098755385351843,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,react,2007,,0,20182,177,20359,26.950195249999524,0.0031334999999999996,1.0,0
train_0655,When did Slug and Ant release a mixtape through Rhymesayers Entertainment?,hotpot,multiagent,2007,2007,1,14205,528,14733,32.217608125007246,0.00244755,0.7810914313068456,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,raw,Brian Eno,Brian Eno,1,118,20,138,1.046746333988267,2.97e-05,0.014478976234003658,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,cot,Brian Eno,Brian Eno,1,136,84,220,2.426546791990404,7.08e-05,0.03451553930530165,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,self_consistency,Brian Eno,Brian Eno,1,825,708,1533,3.751471290990594,0.0005485499999999999,0.2674223034734918,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,debate,Brian Eno,Brian Eno,1,326,304,630,12.104051749993232,0.0002313,0.1127605118829982,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,react,Brian Eno,Brian Eno,1,6277,95,6372,11.081280749989673,0.00099855,0.48680073126142603,0
train_0656,"Who collaborated with a Scottish-born American musician who was a member of the Talking Heads to write the fourth song on the album ""My Life in the Bush of Ghosts""?",hotpot,multiagent,Brian Eno,David Byrne,0,11507,542,12049,28.093169457031763,0.0020512499999999997,1.0,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,raw,Christopher Hampton,Christopher Hampton,1,110,19,129,0.753561167002772,2.7899999999999997e-05,0.030769230769230764,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,cot,Christopher Hampton,Pierre Choderlos de Laclos,0,129,92,221,1.971554666000884,7.455e-05,0.08221670802315963,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,self_consistency,Christopher Hampton,Pierre Choderlos de Laclos,0,790,626,1416,2.628750708012376,0.0004941,0.5449131513647643,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,debate,Christopher Hampton,Pierre Choderlos de Laclos,0,312,341,653,6.7316291669994825,0.0002514,0.27725392886683203,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,react,Christopher Hampton,Pierre Choderlos de Laclos,0,3810,85,3895,9.575531750000664,0.0006225,0.6865177832919768,0
train_0657,"Uma Thurman starred in a 1988 American historical drama based on the play ""Les liasons dangereuse"" by who?",hotpot,multiagent,Christopher Hampton,Pierre Choderlos de Laclos,0,4713,333,5046,15.111224000007496,0.0009067500000000001,1.0,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,raw,"$750,000","{""answer"":""unknown"",""confidence"":0.0,""complexity"":0.1}",0,99,18,117,1.36935458399239,2.565e-05,0.007761437908496732,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,cot,"$750,000","Hop 1: Identify the album ""Human Nature"" and its associated production budget. This establishes the specific album in question and the context for the budget inquiry.

Hop 2: Locate the production budget information for the album ""Human Nature."" This establishes the financial details related to the album's production.

{""answer"":""<value>"",""confidence"":0.8,""complexity"":0.5}",0,118,80,198,2.1541481249878416,6.57e-05,0.019880174291938998,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,self_consistency,"$750,000",750000,1,735,909,1644,13.006669666996459,0.00065565,0.19839324618736384,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,debate,"$750,000","{""answer"":""unknown"",""confidence"":0.8,""complexity"":0.4}",0,804,385,1189,8.51791929200408,0.00035160000000000004,0.10639070442992013,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,react,"$750,000",,0,16151,165,16316,37.324608249997254,0.0025216500000000003,0.7630265068990559,0
train_0658,"What was the production budget of the album ""Human Nature"" is found on?",hotpot,multiagent,"$750,000",unknown,0,19608,606,20214,38.239685667998856,0.0033048,1.0,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,raw,Mexican,Japanese,0,111,18,129,1.2214002499968046,2.7449999999999996e-05,0.016158940397350992,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,cot,Mexican,Japanese,0,130,74,204,1.5797748339973623,6.39e-05,0.0376158940397351,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,self_consistency,Mexican,French,0,795,844,1639,5.681971666999743,0.00062565,0.3683002207505519,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,debate,Mexican,French,0,720,265,985,8.015627833010512,0.000267,0.15717439293598234,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,react,Mexican,Mexican,1,3370,209,3579,11.538490666003781,0.0006309,0.37139072847682125,0
train_0659,"What is the nationality of the artist who inspired Kenzaburō Ōe's novel, the Game of Contemporaneity?",hotpot,multiagent,Mexican,Mexican,1,9617,427,10044,33.74031174799893,0.0016987499999999997,1.0,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,raw,Armenian,American,0,98,18,116,1.1683346659992822,2.55e-05,0.018832391713747648,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,cot,Armenian,American and Armenian,1,117,97,214,2.2863166249881033,7.575e-05,0.055943281267309186,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,self_consistency,Armenian,American and Armenian,1,730,845,1575,7.256580917004612,0.0006165,0.45530076437354605,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,debate,Armenian,"American, Armenian",1,288,390,678,7.839074165996863,0.00027719999999999996,0.2047191758059156,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,react,Armenian,Armenian,1,3200,75,3275,6.1646646250010235,0.000525,0.387725711753628,0
train_0660,Richard Donchian and Kardashian have what nationality attached to the name origin?,hotpot,multiagent,Armenian,Armenian,1,7571,364,7935,16.952792623997084,0.0013540499999999999,1.0,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,raw,yes,yes,1,98,18,116,1.0740504159912234,2.55e-05,0.01881155250636273,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,cot,yes,yes,1,117,70,187,2.0326768750092015,5.955e-05,0.04393050791191767,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,self_consistency,yes,yes,1,730,872,1602,6.017500834001112,0.0006326999999999999,0.46674781454022346,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,debate,yes,yes,1,288,472,760,10.368274042004487,0.00032639999999999996,0.24078787208144292,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,react,yes,yes,1,3070,75,3145,6.89781354200386,0.0005055,0.3729113643908376,0
train_0661,are The Betrayal – Nerakhoon and The Square both documentaries ?,hotpot,multiagent,yes,yes,1,7509,382,7891,22.715188206988387,0.00135555,1.0,0
train_0662,"Which genus has more species, Wahlenbergia or Horminum?",hotpot,raw,Wahlenbergia,Wahlenbergia,1,97,21,118,5.454695874999743,2.715e-05,0.024175237077601174,0
train_0662,"Which genus has more species, Wahlenbergia or Horminum?",hotpot,cot,Wahlenbergia,Wahlenbergia,1,116,69,185,1.8607518329954473,5.88e-05,0.05235741952718045,0
train_0662,"Which genus has more species, Wahlenbergia or Horminum?",hotpot,self_consistency,Wahlenbergia,Wahlenbergia,1,725,784,1509,3.6802601250092266,0.0005791500000000001,0.515693869373581,0
train_0662,"Which genus has more species, Wahlenbergia or Horminum?",hotpot,debate,Wahlenbergia,Wahlenbergia,1,286,394,680,11.954960499992012,0.00027929999999999996,0.24869774275410708,0
train_0662,"Which genus has more species, Wahlenbergia or Horminum?",hotpot,react,Wahlenbergia,Wahlenbergia,1,2760,70,2830,5.858563707995927,0.000456,0.4060371310271137,0
